model_uuid,conv_cnt,linear_cnt,relu_cnt,lrelu_cnt,avg_pooling_cnt,max_pooling_cnt,out_features,linear_input_features,conv_kernel_size_2,conv_kernel_size_3,time
8071ac88-6c6a-4336-a102-2cb16be58641,6,2,6,0,2,1,113,27648,6,6,0.0039951801300048
86941112-6f8d-4f7c-b553-74490b7c36b4,5,2,0,5,0,2,104,3456,5,5,0.0030003547668457
49dad3fd-54ee-4ebe-bc5c-a61cb58b7d1e,7,1,7,0,3,0,39,31104,7,7,0.0059999942779541
e1db3afc-5bc4-48ca-84b9-f3ff73d4bc00,4,2,0,4,2,0,134,10800,4,4,0.0035925865173339
bc9913aa-57de-4d2e-8a6f-bb09288811c8,5,2,5,0,1,1,41,4704,5,5,0.0019933700561523
2143909f-2788-42fb-ae4d-d3e371994822,4,2,4,0,2,0,19,1728,4,4,0.0010000228881835
7848aa04-5c45-4b58-a8a6-0a432e05cfa6,6,3,3,3,1,1,71,3072,6,6,0.0027995109558105
47e1b04d-ca35-4502-b871-b74995811016,4,3,3,1,0,2,44,46128,4,4,0.0054001331329345
bd83b77b-2596-49f1-a127-1ae3f5d3ad77,7,2,6,1,3,0,120,384,7,7,0.002000093460083
5cbc0420-544c-4720-9689-8aec54b973b1,5,2,5,0,1,1,107,92256,5,5,0.0083943843841552
fe366057-7a32-43d7-b776-8ae4ec0a070b,8,3,3,5,1,2,46,6912,8,8,0.0044025421142578
f34b7389-1397-47fb-a18e-2583d3038e72,6,1,3,3,0,2,274,691200,6,6,0.0759998798370361
f1d685ab-2cb0-4b0f-97ec-19155d4c1ee1,7,2,0,7,2,1,118,3456,7,7,0.0047928810119628
c42e7973-b44c-46a7-a8b5-99c530a8a288,5,2,5,0,1,1,118,86400,5,5,0.0144000530242919
e8bb1b40-9e6b-4dc8-9f1d-4bc7fb4c24e1,3,2,3,0,0,2,122,23064,3,3,0.0032855987548828
4a86a83b-eb6c-4f45-9e83-fb1391f86c5f,9,2,6,3,0,3,37,98304,9,9,0.0420004367828369
8be0dcbd-b7f9-41f9-8c83-d1035c85e42d,6,3,2,4,2,1,68,768,6,6,0.002592658996582
60742003-6959-4301-9923-1215c37049bc,5,2,4,1,1,2,85,86400,5,5,0.0131997108459472
8ba780ec-e696-4f95-8fa0-acc7e1f32c3a,3,3,3,0,2,0,50,95256,3,3,0.0079935550689697
041fa07d-c54c-4fcf-8731-0240fc14ee86,5,1,3,2,1,2,228,75264,5,5,0.0079940795898437
74a1a1a5-9065-4344-8d4e-94d01319650f,6,2,3,3,1,2,124,1728,6,6,0.0017928600311279
83ec961f-9b1e-44f1-be82-0c2fdfc509e4,4,2,3,1,1,2,50,8112,4,4,0.0030009269714355
f8ec7cfc-7e9c-49e5-90f0-1bcc0fb0292a,3,2,1,2,2,0,98,1944,3,3,0.0013933181762695
93e765bb-68fa-4f53-a305-dc0975e58510,7,3,0,7,2,1,16,6144,7,7,0.0060005664825439
ab349ec4-8144-4aa1-808e-c9663946e492,2,2,0,2,0,2,60,12288,2,2,0.0011997699737548
0c92a58b-6bab-448f-83e6-e287913e86d0,3,2,3,0,1,1,75,107736,3,3,0.0070003509521484
d2f13439-41e8-4458-825f-1d286ab7580c,5,3,5,0,1,2,59,27744,5,5,0.0059998035430908
e163c095-412f-4b99-86a2-a2fc1251f3bf,7,1,6,1,0,3,270,13824,7,7,0.0059999942779541
c6772019-e04c-4400-9b67-50b78afefe38,4,1,4,0,0,2,200,8112,4,4,0.0012001991271972
fbd93d93-9982-4e8d-a1f7-74370160911b,4,1,0,4,1,1,181,15552,4,4,0.0024001598358154
b670f79c-b8ef-488d-be17-ce84e484ad96,4,3,2,2,1,1,69,12288,4,4,0.0034006595611572
6f87ea6b-c8af-462b-925d-318a3e837ead,2,3,1,1,2,0,34,13872,2,2,0.002000093460083
3c6a33d8-9a4f-42ca-96b3-a8dea94dbabe,3,1,3,0,2,0,284,6144,3,3,0.0026001930236816
bfd01870-ff0a-4e3a-b133-dcd923a534cc,3,2,2,1,0,2,31,21600,3,3,0.0027999877929687
fd70539b-64a2-4799-9fd4-9892bcb3ea1c,5,1,0,5,1,1,162,7776,5,5,0.005400276184082
94c8bac6-e41c-4b85-9480-83da5b8c2c9f,5,1,3,2,2,0,209,384,5,5,0.0042004108428955
561ddbde-ccb8-48ef-badf-56697096c7b1,3,2,1,2,0,2,43,600,3,3,0.0029998779296875
662e696f-5982-4f7e-beac-60d63d4c2757,6,2,2,4,3,0,53,768,6,6,0.0037997245788574
94d2756f-1ea0-4e3e-92d5-a53f971c066e,5,3,2,3,1,1,29,31104,5,5,0.0060005187988281
5eefe4ba-719c-4330-bd5d-6bc323f1bd77,7,2,2,5,2,1,106,3456,7,7,0.0070002555847167
4b0e07d9-d968-4ab3-a0d4-64f73a613a66,5,3,0,5,2,1,28,2400,5,5,0.0032001972198486
7ced287d-a994-4750-9214-2cd5d7e7c299,6,2,6,0,0,3,47,43200,6,6,0.0035996437072753
21b253de-3593-4da6-a15c-364bbaf8334d,8,2,6,2,1,2,19,150528,8,8,0.0283998012542724
f63d57aa-7a37-4d6b-8d1f-fc513d86e751,3,1,2,1,0,2,31,384,3,3,0.0010003089904785
b3796d6f-3883-42b3-b408-8d3983daf0b8,5,2,1,4,2,1,111,1536,5,5,0.0022000312805175
d8801f07-feae-46a3-a3c5-6456d2c90a1b,4,1,1,3,0,3,154,432,4,4,0.0014002799987792
b5aa7e8e-f1af-446e-8631-3f5370cb75dd,4,3,4,0,0,2,33,184512,4,4,0.0167998313903808
06223355-8165-4d00-8953-e22d0592f36c,7,1,1,6,1,2,104,110976,7,7,0.0147931575775146
d363368b-353c-426a-91f2-3d56da64c755,7,1,4,3,1,2,72,418176,7,7,0.0432075977325439
e1644380-d4fd-44d2-9c17-58d5924b2d5b,4,2,1,3,2,0,110,1728,4,4,0.0016010284423828
175f6fdc-becb-4987-a310-bb73041af610,6,1,3,3,1,1,276,15552,6,6,0.0092000007629394
291cfb43-22a4-4bd6-9c8d-09bd6021a4cd,4,2,0,4,1,1,119,52272,4,4,0.0062001705169677
c9976920-929e-4f1d-984e-c25a7f9c5f42,6,3,5,1,1,2,33,9408,6,6,0.0076001644134521
5db649ae-6846-4357-9031-2e4ae47709e6,3,2,0,3,1,2,62,1176,3,3,0.0012004375457763
23f1f834-c9f0-4f9a-894c-ea1f5cd46d12,4,1,0,4,1,1,184,46128,4,4,0.0064013004302978
7380ca0a-293a-4cd0-afe6-7c14fe8e852f,5,2,5,0,2,0,97,1536,5,5,0.0011996746063232
01359cb2-c4c1-49cd-aaac-449997aa3af5,5,3,2,3,1,1,8,6144,5,5,0.0041999816894531
01970370-3bcb-4628-9b2c-3b7a859f9a17,4,1,2,2,1,1,211,52272,4,4,0.0066001892089843
70e90d04-a29a-41d3-bba0-8f6b4bcb23f1,7,1,5,2,1,2,200,384,7,7,0.0024001121520996
bcd4d838-d803-4139-b597-f261693ce498,6,3,3,3,1,2,17,192,6,6,0.0029993534088134
173a27be-a69c-4395-84fc-c2f2d8d423c9,4,3,1,3,0,2,34,46128,4,4,0.0092001438140869
ab16ec52-b888-4c7a-8184-d7ff5c0bc7de,4,2,1,3,1,1,25,12288,4,4,0.0056007862091064
992316cf-7cb0-42b5-9691-362a2f0aedb0,5,3,1,4,2,1,10,2400,5,5,0.0037961959838867
2a605df4-4361-420f-a482-bf081b08f62f,7,1,2,5,1,2,153,1536,7,7,0.0031999111175537
19f36972-c45e-400d-b42e-91f88b0afd75,6,3,0,6,0,2,66,4800,6,6,0.0048018455505371
16277f39-892b-4a56-98fa-949ba770169c,6,1,3,3,2,1,199,12288,6,6,0.003600788116455
0293b73d-3e12-4a3d-89e9-9958986314f9,4,3,0,4,1,2,22,192,4,4,0.0020003795623779
f9925961-f4ca-48f2-a281-abdc497b1db7,4,2,0,4,2,0,124,823728,4,4,0.0980006217956543
fc66e511-e32b-477e-902f-9b74786c740f,3,3,0,3,1,2,54,1944,3,3,0.0014001846313476
618d1606-272c-4b1a-90bf-9702ffe0259f,4,2,0,4,0,3,135,432,4,4,0.0021999835968017
70236837-bbf7-4c96-a047-fa8825ee9510,7,1,4,3,1,2,46,384,7,7,0.0084015846252441
f506491b-67b3-4d51-9511-0f986d8811d4,3,2,1,2,2,0,33,600,3,3,0.0013993740081787
ef4602b6-8c47-4e86-bf01-2d2b7391ba15,5,3,5,0,2,1,62,16224,5,5,0.0050012111663818
812ae3fe-4607-4857-b428-789797de6d6b,4,3,2,2,1,1,40,768,4,4,0.0021998882293701
7f555efb-d326-4421-8ed3-8110d493c23c,5,3,5,0,1,1,12,3456,5,5,0.0019999504089355
20a357ca-b84a-4ef6-9d97-603087ee2ce3,5,2,3,2,2,0,44,21600,5,5,0.0118001461029052
aa041069-137c-4b4b-b765-b5b9c6b5937f,2,2,1,1,2,0,141,11532,2,2,0.0035995960235595
cce2dad7-1876-4b17-987a-3c878bb3e4f8,5,2,2,3,1,1,91,6144,5,5,0.00180025100708
ca37a36a-dd5a-45c1-a9ab-73142440dcf3,6,3,0,6,0,3,49,12288,6,6,0.0036001682281494
245aebb6-ce6a-4e72-991f-eb2069ba5880,2,1,1,1,1,1,196,46128,2,2,0.0058003902435302
25c172af-3e3c-4159-ab13-8300948e0ed9,5,3,4,1,0,3,69,345600,5,5,0.0491998672485351
472235f9-0810-4b41-8947-a22296e6d6f9,5,2,0,5,1,1,47,1536,5,5,0.0018002033233642
35cc3a5a-2570-47de-9a85-b95fb98979dd,2,2,1,1,1,1,17,3072,2,2,0.0014008998870849
fda18f6d-5f80-46ba-889e-5e9b28e6d0f3,5,2,5,0,1,2,117,6144,5,5,0.0032011032104492
5b1c428e-0b38-4de2-b3a2-3d895953e8b3,5,3,4,1,1,2,34,1536,5,5,0.0023999691009521
fa0ced3b-e19f-4909-be53-2fde11da827c,6,3,0,6,2,1,72,1728,6,6,0.0038001537322998
bd0f0580-cc9f-4d22-ab1e-9bbc27ec3d62,4,2,3,1,1,1,53,12288,4,4,0.0022002696990966
c6a08250-6b10-4343-8e99-84b22df1509f,7,2,2,5,2,1,56,345600,7,7,0.0361932277679443
e696a1ef-30f1-496b-bfdd-d9796db9079d,4,1,0,4,2,0,290,190512,4,4,0.0244003772735595
8aace2f5-4edb-424a-9633-c59d0f270dd5,6,3,0,6,2,1,44,43200,6,6,0.0049955368041992
3705b1f4-976c-4822-a384-8e99d7114207,7,3,5,2,2,1,69,64896,7,7,0.0105932235717773
b8fd31bd-7b85-4996-bc22-e01c55ffa663,5,2,2,3,2,1,142,1536,5,5,0.0029985427856445
dacd546d-021f-4868-8143-aba3a78c362b,4,2,2,2,1,1,82,9408,4,4,0.0032010555267333
4fc254c5-5b85-442a-a73d-af0f9ac5ac2b,5,1,3,2,0,2,292,6144,5,5,0.0032010078430175
51c056d3-e96d-4d9b-a9d6-5b4062581b32,7,1,0,7,2,1,126,31104,7,7,0.0088001251220703
9b5f69f6-adc0-4526-935a-6b5fc957c000,3,1,1,2,2,0,171,6144,3,3,0.0024001598358154
9dc873f4-034b-43a2-b116-bb78300e72ad,6,3,3,3,2,0,8,196608,6,6,0.0084002017974853
3082f692-acb0-4759-8057-aad5e5e64f14,4,2,0,4,1,1,24,432,4,4,0.00180025100708
9cce5367-b10f-4f27-bfa0-84c9f4b0002a,3,1,0,3,1,1,289,21600,3,3,0.0047990798950195
3ccfbbfd-7d97-448f-98f6-37c46748da66,2,2,2,0,1,1,114,12288,2,2,0.0034000396728515
89b26937-5c47-456f-b830-4e60c1be8a56,7,3,0,7,2,1,39,6144,7,7,0.008600378036499
386e1f45-fe2f-4287-9e5f-1f4466ff4a04,6,1,6,0,1,1,299,12288,6,6,0.0042012214660644
cb390a92-1375-44cd-9f2f-f6cf846dfb60,6,1,2,4,1,2,182,768,6,6,0.0044007778167724
b82b67df-fb66-4e5d-a85d-ee8c82320004,3,1,2,1,1,1,88,5400,3,3,0.002800178527832
0f3b92e5-8949-465c-9575-a46d1ee22cf6,5,2,2,3,1,2,90,13824,5,5,0.0061998844146728
68936362-2b6d-4bf7-9de6-e134a558892d,5,1,0,5,2,1,169,27744,5,5,0.0058003425598144
bf1b930e-1b80-4bff-8ae6-48adcb484298,7,2,3,4,2,1,30,1536,7,7,0.003800630569458
1da748ee-04d3-425c-98be-690a96380333,5,1,5,0,2,0,243,393216,5,5,0.0433935642242431
e6a2fb80-aa1a-44a8-958a-138fbb29d4b3,7,1,7,0,1,2,123,86400,7,7,0.0133997440338134
6ecbd212-befb-493d-b14c-dc4723531de2,5,1,5,0,2,1,288,24576,5,5,0.006001853942871
334040c2-028c-4a92-a2d7-da87f3df7d8f,6,2,3,3,2,1,142,768,6,6,0.0048004150390625
334abeff-2ce3-4a99-8cc8-3847ec98ca48,5,3,0,5,0,2,18,27744,5,5,0.0030004024505615
67ec2bfd-1a29-4fe2-ac26-6cf55cc52ea9,4,3,2,2,0,2,10,12288,4,4,0.0020003318786621
a5819ee0-7d46-4762-bf35-eb4c17a41862,2,3,0,2,2,0,37,47628,2,2,0.004999828338623
d201f204-3294-4d1b-847a-9a206eebd66b,3,1,1,2,1,1,107,4704,3,3,0.0017996311187744
09e76910-41bf-4c46-8ec3-12b436eeb953,5,1,2,3,3,0,246,4704,5,5,0.0044006824493408
2e6a5b09-8f3d-43da-a152-35cf9f5c6508,6,1,3,3,1,2,51,161472,6,6,0.0183998107910156
558e6eea-d263-4516-ba57-2092ee91c79d,5,2,5,0,1,2,134,4704,5,5,0.0040002822875976
eeda6e0b-8197-4d39-af55-fb3639bee78f,5,2,5,0,2,0,122,16224,5,5,0.0038009643554687
90a47254-da78-4ecb-a70e-a36201aab089,7,2,4,3,1,2,36,384,7,7,0.0025999069213867
0ba36bca-d084-405b-b0d6-540fcb435b65,4,3,4,0,2,0,19,10800,4,4,0.0039980411529541
a1b87ed4-399b-440c-9ab5-fb6454f4b50e,7,1,4,3,3,0,171,3456,7,7,0.0020002841949462
16a45b64-328f-400a-bd8c-4d53832da7ce,6,3,4,2,1,2,44,192,6,6,0.0014002323150634
21c4573f-9111-4a65-9ca9-d78317f81d24,5,3,3,2,1,1,60,16224,5,5,0.0028007507324218
2bf7ca13-57b0-4eaa-b849-300e2b4a22f1,4,2,1,3,1,1,110,12288,4,4,0.0062000274658203
f01a3278-a643-464d-803d-2513d5ed37a4,5,1,3,2,0,2,103,1536,5,5,0.0016002178192138
2ca2af55-2e07-482d-b257-3ff510a90c66,4,3,2,2,2,1,23,768,4,4,0.001000165939331
99297f3c-d659-46ea-bb5a-89c5dca66271,4,3,2,2,2,1,51,432,4,4,0.0015999317169189
faea499c-d449-4bd1-879b-c0219c06b263,4,1,0,4,0,2,141,1200,4,4,0.0012003898620605
bd750fb8-48d6-4386-8782-254c647d3d8f,4,2,4,0,1,1,140,768,4,4,0.0011995792388916
b04bbaad-2805-47a3-a9b4-fb36e93a4077,4,1,0,4,1,1,55,2352,4,4,0.002000093460083
e0740300-0f30-4f54-b5a1-529cfae48ee3,5,3,0,5,1,1,59,92256,5,5,0.0180003643035888
fee77778-1c51-4506-b763-b6311f08e731,4,2,2,2,1,2,29,3072,4,4,0.0016008377075195
7d967972-bd75-40f7-8138-739ba8a6184f,8,1,0,8,1,2,115,6912,8,8,0.0044001579284667
e9ec2a67-8402-42f1-ae0c-401570720bc2,5,1,3,2,0,3,262,4704,5,5,0.002800703048706
585ef1ba-25a9-48b8-a552-f7ef968c4873,7,1,6,1,1,2,145,384,7,7,0.0028072834014892
437f6f30-3286-40a1-9c16-2b91cbcc0cac,4,3,0,4,1,1,38,1200,4,4,0.0025990486145019
3f42366d-790d-4fef-b928-8ab2bccdb65e,2,3,2,0,1,1,18,768,2,2,0.0010000705718994
3446f524-7c8f-4dcf-87fa-597f0137ce91,2,3,1,1,0,2,57,10092,2,2,0.0015993118286132
59267e96-115f-4329-9f1c-33ab1f029cac,5,2,3,2,2,1,136,3456,5,5,0.0018001079559326
e37e3a3d-1541-49c7-b8f3-f74dbe2ff512,2,3,0,2,1,1,37,12288,2,2,0.0015999317169189
4c201d2d-ef5e-4dee-a3dc-5cf618f86292,3,2,2,1,1,1,135,23064,3,3,0.003200340270996
bce450df-6310-4a46-aea4-e501e3d14c3a,7,1,4,3,2,1,123,1536,7,7,0.0030004501342773
7b9d465b-db37-4a07-a83a-6ce96cdb9658,5,3,3,2,1,1,9,418176,5,5,0.018399429321289
1d1efcfa-c86a-4bf2-b4b0-4ddca245486e,5,3,1,4,3,0,47,86400,5,5,0.0091932773590087
a7e2b755-e98d-4a84-acf5-2fe046d66e50,4,1,4,0,0,2,52,46128,4,4,0.0095998287200927
1f296aff-aca5-4cfc-b9c4-3245d3204b2e,5,1,0,5,1,1,209,80736,5,5,0.0196001529693603
c9f82e33-bc22-41d9-a375-8871a71f7c45,4,1,0,4,2,0,292,432,4,4,0.0023998260498046
1f640f6f-03d9-49d4-9866-2c1680c7254a,4,2,0,4,2,0,129,10800,4,4,0.0028004646301269
cf74b765-a80a-45d0-9bf6-9392c36ea74c,5,2,4,1,1,2,106,384,5,5,0.0014002323150634
de6bc1d8-dfd5-4686-944a-cdc20c08cd70,5,2,2,3,1,2,107,2400,5,5,0.0020001888275146
36c3211c-ae8e-4301-a242-0d5431433bf8,4,1,0,4,0,3,166,4800,4,4,0.0032000064849853
02be323e-21a9-4eb8-85c3-ffe1878ec3ed,2,3,0,2,1,1,31,12288,2,2,0.0022005081176757
7f3021c5-1b1a-4b04-9f2c-4b702a937c57,6,1,3,3,1,2,142,15552,6,6,0.0044000148773193
77bcccde-86b4-4c2a-81d5-ac9a8f8b5e82,5,3,3,2,3,0,23,7776,5,5,0.00180025100708
5efee9ce-6ff0-48fe-9db4-7b1caa852ade,5,1,0,5,1,1,177,21600,5,5,0.0064310550689697
7dba9cdf-25dd-4366-9500-8fb225f12ef1,5,3,2,3,2,0,34,21600,5,5,0.0050004482269287
8e32619f-8fb7-4f9b-8c01-82b414bdf1b6,4,3,2,2,1,1,58,768,4,4,0.0013998508453369
1755ebce-3efd-43c0-b880-b73825257747,7,1,4,3,1,2,80,1204224,7,7,0.078795051574707
eb9ba738-9ec3-4f27-b5b2-fb387f6e193d,7,3,4,3,1,2,29,9600,7,7,0.0087933540344238
855422fd-7780-4f5b-8ad3-32c485acdcbb,2,1,0,2,1,1,139,10092,2,2,0.0020003795623779
39df72e2-6b9a-4118-bdd8-109c8b939612,5,3,2,3,3,0,44,1536,5,5,0.0049999237060546
0f46f3b9-fb5b-43c0-874c-53ad4c8015f0,4,2,1,3,0,2,102,49152,4,4,0.0066002368927001
c6497442-13b4-4378-9cee-1a339cf4be03,4,3,2,2,0,2,28,12288,4,4,0.0021998405456542
685b937f-cbe6-4981-a597-39afabe8c360,5,2,3,2,1,1,78,6144,5,5,0.0019996166229248
d34065fe-0ea7-420a-9523-e00539680759,5,1,3,2,0,3,187,6144,5,5,0.0026008605957031
c840bb9f-a631-4d56-9f6d-e8d874cb503c,4,2,1,3,2,1,20,3072,4,4,0.0036005496978759
0533a4ec-ec7f-4809-a278-a1bb773622b8,5,1,5,0,2,1,64,3456,5,5,0.0027996063232421
bf5c766d-659d-4b2e-bbec-2d199d802df5,5,2,2,3,2,0,22,104544,5,5,0.0080005645751953
5ab12296-66d2-4e96-9729-21f0ea9c575b,8,1,2,6,2,1,287,6912,8,8,0.0064014911651611
1ab6c4e4-ef64-4249-987d-6576f1d5cedf,2,2,1,1,0,2,96,12288,2,2,0.0022000312805175
017f2811-1ffd-42e0-a6d4-1612bde1dbd7,6,3,2,4,3,0,49,3072,6,6,0.0054005146026611
7a22602c-ee6b-4641-a63b-5b883e4635ba,6,3,2,4,0,3,58,4800,6,6,0.004199743270874
18a62d2a-af8f-474a-9049-0ee92ec636fe,3,1,1,2,1,1,34,4704,3,3,0.0012002944946289
96fbad83-8d45-4be2-a068-b1476a5281f2,6,1,3,3,2,0,101,37632,6,6,0.0109995365142822
e53dcf78-7e9f-4e7f-8823-45555d3a9a77,6,1,0,6,2,0,147,196608,6,6,0.0344005584716796
5951bfd2-4362-4f2c-b219-8d0355883898,7,2,1,6,0,3,49,3456,7,7,0.0029924392700195
7641dfef-dde8-4aea-b212-6fb98ef481a3,2,1,1,1,1,1,149,49152,2,2,0.0034002780914306
b56b8fe0-916d-4bf8-aa05-e766c4055fc9,6,2,1,5,3,0,135,32448,6,6,0.0064008712768554
9f7254e1-49c4-44ed-8974-0dd93117d3a6,4,3,0,4,2,0,73,3072,4,4,0.0030006885528564
f9ab0050-b9f4-4c4e-9b70-5dee6df1fb37,2,3,1,1,0,2,15,50700,2,2,0.0022003173828125
267a77cb-828f-4a1c-a4c2-ee9f2ba14db6,3,2,2,1,1,1,74,5400,3,3,0.0017998218536376
55a5cbd4-5ebd-4123-a3c0-71436acc3984,4,1,1,3,2,1,234,10800,4,4,0.0022000312805175
d8a805cb-b68c-4844-b872-53c7327966fb,7,2,7,0,1,2,136,3456,7,7,0.0022001266479492
3033483d-0649-4302-aff7-be548063948d,5,1,5,0,0,2,251,7776,5,5,0.0060000419616699
062c5bdc-ec2b-4606-9cb0-0919819885b6,2,3,1,1,1,1,25,47628,2,2,0.0043996810913085
9431525e-1165-4232-9bf0-ca29a7997ac0,4,2,2,2,1,1,46,43200,4,4,0.0068006038665771
b41b7a92-7116-46c0-b324-51bec28e4070,4,1,0,4,1,1,111,209088,4,4,0.0144002437591552
c1391f23-c640-45e9-a123-d1cf99285aaf,4,3,0,4,2,0,62,10800,4,4,0.0035999298095703
1137273d-2ad5-45d7-b7f5-442dc67a2291,7,2,4,3,0,3,20,86400,7,7,0.0252070903778076
b31a9f6a-d0f8-42a6-8e33-a134f2bff533,2,1,0,2,0,2,82,10800,2,2,0.0011999607086181
01461fce-3720-4b51-ba09-2f2076afcf1a,3,3,1,2,1,1,8,600,3,3,0.0007998943328857
9c6d7da1-b6e4-48ce-8d95-f8c2bf9f93df,2,3,1,1,0,2,44,196608,2,2,0.0147941589355468
656492dd-87a8-4053-8d34-863d11af38f4,6,1,4,2,1,2,89,1728,6,6,0.001593542098999
4ff759e3-5826-4603-8410-b6978d74e8f5,7,3,7,0,1,2,32,1536,7,7,0.0014004230499267
def44cda-ca1f-4c2a-8413-681a2aed7b82,5,1,0,5,1,1,128,4704,5,5,0.002199363708496
d554aa8d-da1c-413c-9d22-695bbc53af25,5,1,5,0,1,1,268,21600,5,5,0.0049997329711914
be564ed8-1154-4b58-942f-04f840bf2fc2,5,3,5,0,0,3,49,384,5,5,0.0018003940582275
b1d50c7c-55b4-4b59-a49a-2498a92eff1d,4,2,0,4,2,1,23,192,4,4,0.0018003940582275
aac9d167-d242-496a-82da-9b7ce1f225e9,6,1,6,0,1,1,201,192,6,6,0.0020002365112304
434d4fcb-38a8-4671-a547-c892b5147531,4,1,2,2,2,0,235,768,4,4,0.0016005039215087
53ae2a88-68ba-4b76-91b5-544ab7f08635,7,3,2,5,1,2,28,3456,7,7,0.0023999214172363
046e234e-826b-454c-a9a7-268ad7de55a6,5,2,0,5,1,1,142,322944,5,5,0.035795783996582
c1aa0a16-e202-41f3-9fa5-05497dfc1213,5,1,2,3,1,2,167,1536,5,5,0.002599811553955
bc4a8b37-2ccc-400f-997e-7ecf11200e68,5,2,3,2,0,2,108,311904,5,5,0.0410001754760742
60de90eb-3515-47b4-8939-5e955c226d19,5,3,3,2,1,2,44,864,5,5,0.0019937992095947
74036472-4976-4676-a79c-3ddc1d85bab6,2,1,1,1,1,1,215,41772,2,2,0.004200792312622
a078ab99-6b16-4993-9007-87f7dadf95a3,9,3,3,6,2,1,26,55296,9,9,0.0171931743621826
5947451b-d1b5-4f6e-9e12-b75fc5c199b5,6,3,4,2,2,1,45,192,6,6,0.0028006553649902
f0efa342-b503-4351-85e6-0c534b21edf4,3,1,2,1,2,0,171,369024,3,3,0.0258008480072021
e8c6a225-d185-4d80-96fd-f91c07a21114,6,3,3,3,1,2,64,12288,6,6,0.0038031578063964
6bdde54f-3141-417b-8a75-48f0d6bdb3ab,6,1,4,2,2,1,77,27648,6,6,0.0050002098083496
4f31ddd2-336b-4118-a657-d19592f992d0,4,3,1,3,2,1,44,4800,4,4,0.0021996974945068
4dacee16-3ce0-40b2-ac38-79635a098dbf,4,1,3,1,0,2,59,49152,4,4,0.0060001850128173
d830a0b7-fb08-4b4e-b224-6ee9195dbd81,4,3,3,1,1,1,26,10800,4,4,0.0042009830474853
c3acdaf4-3c38-4889-86ee-f4ec31431a0e,6,3,3,3,0,3,69,3072,6,6,0.0043996810913085
391a9018-6b72-403d-8e52-328a4c22035d,7,3,7,0,0,3,23,13824,7,7,0.0038004398345947
7850a288-c438-4292-99b9-390d3e12f0ce,5,3,2,3,0,3,38,24576,5,5,0.0038003921508789
493e1484-574a-4949-8e63-030f1e5b5ce5,4,1,0,4,1,1,126,768,4,4,0.0024001121520996
cda34403-fe2a-43b5-b7a9-04efd330646b,6,1,0,6,1,2,265,768,6,6,0.0022002220153808
cf5c74da-492b-46c6-bcd8-dd9f813d622a,5,1,2,3,1,1,120,18816,5,5,0.0024010181427001
a2ee7bbb-9d2b-4bfa-bd4d-362f10451575,3,1,1,2,1,1,144,20184,3,3,0.0024077415466308
5b8b265c-abe0-44ec-a858-f1b7f86c1144,5,1,2,3,2,1,261,3456,5,5,0.0036001682281494
cb27547e-cb36-43ca-84ae-d1196b6005a4,7,1,5,2,1,2,45,31104,7,7,0.0048003673553466
f2bce5a0-11d3-4af5-b92f-a50b251ca45c,6,3,2,4,0,3,49,55488,6,6,0.0215999603271484
30651067-8ade-40c1-98d6-70def1358432,4,2,1,3,2,1,120,12288,4,4,0.0026002407073974
4f9390f0-acb4-498e-aa64-e6140986bb70,3,3,3,0,0,2,58,5400,3,3,0.0011999130249023
ef8cc994-d763-4f1d-ad59-9cf66b8566e5,7,3,0,7,2,1,61,110976,7,7,0.0157237529754638
b776befc-93c6-462d-bd60-abd030cd1867,4,1,3,1,1,1,83,10800,4,4,0.0027965545654296
7068bd85-9771-4a6e-9fa5-a1886271c55f,2,3,2,0,2,0,55,3072,2,2,0.0015996932983398
d778fc58-9609-46c6-8682-6e7e07b83567,6,2,5,1,3,0,51,768,6,6,0.0023996829986572
c54aa815-86c8-4bcb-98b9-ba6642319f6d,6,2,5,1,2,1,36,768,6,6,0.0018001079559326
c135f28e-3f61-4e3d-9b7f-d68bd167d5a1,6,2,2,4,3,0,67,161472,6,6,0.0126065731048583
5eda0481-09a3-4aa0-978c-35a07e1f6de9,7,3,3,4,2,1,45,64896,7,7,0.0090060710906982
050d8278-cfc2-483d-bea2-c944a90e5e8e,3,1,1,2,1,1,235,6144,3,3,0.002000617980957
919b8a63-08d4-44d5-b89b-75e8d43d2ba3,7,3,1,6,2,1,7,9600,7,7,0.0022001266479492
96a8ea01-7861-496d-8aa6-a930dc5d397b,6,1,3,3,1,1,193,49152,6,6,0.0103998661041259
922841e6-5105-472d-8cd4-9f46a0ea0d42,5,2,1,4,1,2,150,384,5,5,0.0022001266479492
9bedbf94-6940-4a2d-ad50-0b953930e384,4,1,0,4,0,3,194,1728,4,4,0.0024078845977783
0f70a168-2174-44b9-ab63-a0c8ea06fea2,6,2,6,0,1,1,138,1728,6,6,0.0018060207366943
b6370820-bab1-42d0-8669-3acbbc850116,4,3,2,2,1,2,50,10800,4,4,0.0026005744934082
6296a73c-4726-4323-8d01-aebe291e504e,5,3,1,4,1,2,58,7776,5,5,0.002599811553955
65e2b0a6-148f-45ec-9c7a-57315aa1e1dc,4,3,4,0,2,1,20,9408,4,4,0.0015995502471923
cae3467a-e04c-4125-9a8a-ff1d09e59175,6,3,2,4,0,3,17,55488,6,6,0.0188000679016113
ccc306f2-85e1-4f65-a6e4-6988fe6f9d26,3,2,1,2,0,2,81,23064,3,3,0.0042010307312011
